,0,1,2
0,-2.1233551779832784,,6.599323749542236
1,-2.0795222614600046,,6.775893926620483
2,-2.094893843040155,,6.766344308853149
3,-2.16157253339366,,7.39414381980896
4,-2.170667061100291,,7.249446868896484
5,-2.203504194725367,,7.328322172164917
6,-2.3182773519057487,,7.548957109451294
7,-2.3038182666068274,,7.682478904724121
8,-2.501415773204083,,8.404802083969116
9,-2.5413311147735875,,8.391406059265137
10,-2.697500328937719,,8.728726863861084
11,-2.6290665110586846,,8.832854986190796
12,-2.684068630653561,,9.103187799453735
13,-3.0032006612084987,,9.484638214111328
14,-2.831508852181302,,9.525152921676636
15,-3.2229688012030557,,10.020076990127563
16,-3.1569926852396075,,10.110887050628662
17,-3.2287411626208953,,10.568992853164673
18,-3.2682005968705514,,11.40974473953247
19,-3.632039846996503,,11.909707069396973
20,-3.462068569263819,,12.928780794143677
21,-3.5451600058392985,,12.274900913238525
22,-3.72359172385701,,11.996039152145386
23,-3.9904758828616713,,12.772329807281494
